OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost
SO - 0004726,11/30/2016,26,Distributor,USD,AXW291,680,25,10,"2,298.10","22,981.00","1,884.44"
SO - 0005813,11/30/2016,106,Wholesale,USD,AXW291,663,13,7,"1,159.10","8,113.70",788.19
SO - 0009366,11/30/2016,111,Distributor,USD,GUT930,487,3,6,"3,912.80","23,476.80","1,604.25"
SO - 0001192,11/30/2016,86,Distributor,USD,AXW291,146,3,6,"1,065.30","6,391.80",500.69
SO - 0002469,11/30/2016,11,Distributor,USD,AXW291,477,1,10,"1,031.80","10,318.00",660.35
SO - 0003423,11/30/2016,141,Distributor,USD,NXH382,504,15,8,"2,237.80","17,902.40","1,566.46"
SO - 0007183,11/30/2016,144,Distributor,USD,AXW291,538,13,9,268.00,"2,412.00",222.44
SO - 0007224,11/30/2016,51,Wholesale,USD,GUT930,521,2,8,"2,472.30","19,778.40","1,013.64"
SO - 0007317,11/30/2016,139,Export,USD,AXW291,334,26,7,"1,118.90","7,832.30",525.88
SO - 0010389,11/30/2016,39,Export,USD,AXW291,233,25,8,"1,849.20","14,793.60","1,553.33"
SO - 000401,11/30/2016,103,Wholesale,USD,NXH382,728,3,7,"1,038.50","7,269.50",830.80
SO - 0001385,11/30/2016,110,Wholesale,USD,NXH382,83,7,9,"3,805.60","34,250.40","3,158.65"
SO - 0001515,11/30/2016,40,Distributor,USD,AXW291,181,3,9,"2,525.90","22,733.10","1,237.69"
SO - 0003045,11/30/2016,11,Distributor,USD,AXW291,358,14,10,194.30,"1,943.00",101.04
SO - 0003083,11/30/2016,47,Wholesale,USD,FLR025,587,27,10,"1,862.60","18,626.00","1,303.82"
SO - 0003936,11/30/2016,29,Wholesale,USD,FLR025,47,21,10,"2,003.30","20,033.00","1,282.11"
SO - 0004875,11/30/2016,97,Wholesale,USD,AXW291,915,20,11,268.00,"2,948.00",131.32
SO - 0005457,11/30/2016,24,Distributor,USD,AXW291,506,25,9,797.30,"7,175.70",422.57
SO - 0005912,11/30/2016,53,Wholesale,USD,NXH382,303,14,12,214.40,"2,572.80",150.08
SO - 0007312,11/30/2016,69,Wholesale,USD,NXH382,662,15,6,"4,013.30","24,079.80","3,130.37"
SO - 0009297,11/30/2016,103,Wholesale,USD,AXW291,24,5,10,"1,058.60","10,586.00",529.30
SO - 0009843,11/30/2016,113,Distributor,USD,AXW291,559,14,12,"2,284.70","27,416.40","1,690.68"
SO - 0010240,11/30/2016,83,Wholesale,USD,AXW291,297,5,11,194.30,"2,137.30",159.33
SO - 0002352,11/30/2016,49,Distributor,USD,GUT930,482,17,5,"1,139.00","5,695.00",626.45
SO - 0003814,11/30/2016,173,Distributor,USD,GUT930,423,25,6,"3,959.70","23,758.20","3,207.36"
SO - 0004204,11/30/2016,153,Distributor,USD,GUT930,42,25,12,"1,065.30","12,783.60",862.89
SO - 0004689,11/30/2016,28,Wholesale,USD,GUT930,56,25,12,"6,539.20","78,470.40","3,138.82"
SO - 0005686,11/30/2016,106,Wholesale,USD,GUT930,852,12,8,"3,819.00","30,552.00","2,253.21"
SO - 0007556,11/30/2016,129,Distributor,USD,GUT930,619,19,5,"5,969.70","29,848.50","4,417.58"
SO - 0007850,11/30/2016,145,Distributor,USD,AXW291,760,5,10,"2,304.80","23,048.00","1,405.93"
SO - 0010059,11/30/2016,101,Distributor,USD,AXW291,205,30,9,"1,279.70","11,517.30",627.05
SO - 000797,12/1/2016,131,Wholesale,USD,NXH382,707,4,5,"2,231.10","11,155.50","1,874.12"
SO - 0001241,12/1/2016,123,Wholesale,USD,NXH382,388,26,5,"1,005.00","5,025.00",783.90
SO - 0002384,12/1/2016,150,Wholesale,USD,NXH382,711,25,8,"1,165.80","9,326.40",967.61
SO - 0003209,12/1/2016,128,Export,USD,NXH382,842,12,9,"3,410.30","30,692.70","2,319.00"
SO - 0004191,12/1/2016,60,Wholesale,USD,NXH382,566,5,12,"1,005.00","12,060.00",703.50
SO - 0010682,12/1/2016,36,Distributor,USD,AXW291,727,28,11,"1,681.70","18,498.70","1,227.64"
SO - 0010008,12/1/2016,114,Distributor,USD,FLR025,198,1,10,"2,693.40","26,934.00","1,912.31"
SO - 0009388,12/1/2016,27,Wholesale,USD,AXW291,122,28,12,"1,802.30","21,627.60","1,189.52"
SO - 0008353,12/1/2016,162,Distributor,USD,GUT930,802,25,11,"3,999.90","43,998.90","3,119.92"
SO - 0010308,12/1/2016,84,Wholesale,USD,NXH382,77,14,12,"1,896.10","22,753.20","1,118.70"
SO - 0002796,12/1/2016,80,Wholesale,USD,AXW291,230,14,7,"2,559.40","17,915.80","2,047.52"
SO - 0003512,12/1/2016,154,Distributor,USD,NXH382,54,20,9,944.70,"8,502.30",415.67
SO - 0004664,12/1/2016,104,Wholesale,USD,AXW291,171,16,10,"1,105.50","11,055.00",519.59
SO - 0009300,12/1/2016,111,Wholesale,USD,GUT930,744,2,9,"6,458.80","58,129.20","5,489.98"
SO - 000463,12/1/2016,132,Distributor,USD,AXW291,173,2,10,"1,815.70","18,157.00",944.16
SO - 0001547,12/1/2016,78,Export,USD,AXW291,615,14,5,"1,768.80","8,844.00","1,220.47"
SO - 0004584,12/1/2016,109,Wholesale,USD,AXW291,548,16,10,187.60,"1,876.00",91.92
SO - 0004678,12/1/2016,28,Wholesale,USD,AXW291,640,26,12,"3,651.50","43,818.00","2,921.20"
SO - 0006855,12/1/2016,126,Wholesale,USD,FLR025,626,27,9,958.10,"8,622.90",814.39
SO - 0009794,12/1/2016,45,Wholesale,USD,GUT930,71,26,5,"6,083.60","30,418.00","2,980.96"
SO - 0001372,12/1/2016,3,Export,USD,AXW291,980,12,11,"2,626.40","28,890.40","2,153.65"
SO - 0002635,12/1/2016,96,Wholesale,USD,FLR025,209,29,12,"1,072.00","12,864.00",525.28
SO - 0007197,12/1/2016,33,Export,USD,NXH382,575,6,7,"1,145.70","8,019.90",469.74
SO - 0008862,12/1/2016,33,Distributor,USD,GUT930,530,22,5,871.00,"4,355.00",444.21
SO - 0010199,12/1/2016,79,Wholesale,USD,AXW291,926,16,11,247.90,"2,726.90",195.84
SO - 0003632,12/1/2016,133,Distributor,USD,GUT930,630,3,7,"3,597.90","25,185.30","2,698.43"
SO - 0004832,12/1/2016,33,Export,USD,NXH382,768,5,8,"4,006.60","32,052.80","3,325.48"
SO - 0006262,12/1/2016,63,Distributor,USD,AXW291,804,12,10,850.90,"8,509.00",340.36
SO - 0007192,12/1/2016,155,Wholesale,USD,NXH382,779,26,11,254.60,"2,800.60",173.13
SO - 0009686,12/1/2016,148,Wholesale,USD,AXW291,295,14,9,"6,123.80","55,114.20","3,306.85"
SO - 0009419,12/1/2016,64,Export,USD,NXH382,373,8,6,"3,953.00","23,718.00","1,620.73"
SO - 0009126,12/1/2016,116,Distributor,USD,GUT930,467,3,7,743.70,"5,205.90",557.78
SO - 0010703,12/1/2016,44,Distributor,USD,FLR025,631,27,10,884.40,"8,844.00",725.21
SO - 000137,12/1/2016,173,Wholesale,USD,GUT930,480,26,7,261.30,"1,829.10",120.20
SO - 000332,12/1/2016,54,Wholesale,USD,NXH382,847,6,5,207.70,"1,038.50",120.47
SO - 0001081,12/1/2016,120,Distributor,USD,GUT930,186,6,12,"1,125.60","13,507.20",574.06
SO - 0002487,12/1/2016,49,Distributor,USD,AXW291,291,25,6,"3,859.20","23,155.20","1,968.19"
SO - 0004554,12/1/2016,124,Wholesale,USD,AXW291,325,15,6,"1,728.60","10,371.60","1,452.02"
SO - 0004801,12/1/2016,88,Wholesale,USD,GUT930,108,5,5,241.20,"1,206.00",106.13
SO - 0006433,12/1/2016,89,Wholesale,USD,AXW291,298,13,10,"2,974.80","29,748.00","1,784.88"
SO - 0008512,12/1/2016,22,Export,USD,FLR025,548,26,11,"6,056.80","66,624.80","5,148.28"
SO - 0010440,12/1/2016,54,Wholesale,USD,GUT930,18,16,9,"2,432.10","21,888.90","1,240.37"
SO - 0009306,12/1/2016,148,Wholesale,USD,AXW291,883,4,5,"3,999.90","19,999.50","2,319.94"
SO - 0001972,12/2/2016,14,Export,USD,NXH382,645,26,7,"2,304.80","16,133.60","1,613.36"
SO - 0003007,12/2/2016,79,Distributor,USD,NXH382,691,5,9,"2,673.30","24,059.70","1,096.05"
SO - 0003840,12/2/2016,21,Distributor,USD,NXH382,257,2,12,"5,929.50","71,154.00","3,557.70"
SO - 0006530,12/2/2016,2,Export,USD,NXH382,400,20,8,"2,244.50","17,956.00","1,728.27"
SO - 0007353,12/2/2016,32,Export,USD,NXH382,653,14,11,"5,092.00","56,012.00","4,226.36"
SO - 0007940,12/2/2016,8,Wholesale,USD,NXH382,274,19,9,"3,839.10","34,551.90","2,956.11"
SO - 0010473,12/2/2016,86,Wholesale,USD,GUT930,953,16,6,"2,519.20","15,115.20","1,007.68"
SO - 0010344,12/2/2016,60,Wholesale,USD,FLR025,228,8,6,"2,666.60","15,999.60","1,546.63"
SO - 0006025,12/2/2016,168,Wholesale,USD,AXW291,646,29,5,"3,222.70","16,113.50","2,610.39"
SO - 0007183,12/2/2016,144,Distributor,USD,AXW291,121,13,9,268.00,"2,412.00",222.44
SO - 0008141,12/2/2016,65,Distributor,USD,AXW291,191,22,7,"3,370.10","23,590.70","2,763.48"
SO - 0009353,12/2/2016,148,Wholesale,USD,AXW291,450,4,5,"3,544.30","17,721.50","1,524.05"
SO - 000445,12/2/2016,73,Wholesale,USD,NXH382,439,26,6,180.90,"1,085.40",74.17
SO - 000567,12/2/2016,72,Distributor,USD,AXW291,603,4,8,234.50,"1,876.00",121.94
SO - 0002003,12/2/2016,116,Wholesale,USD,GUT930,406,14,10,"1,112.20","11,122.00",745.17
SO - 0003150,12/2/2016,27,Wholesale,USD,NXH382,51,14,11,"2,847.50","31,322.50","1,822.40"
SO - 0004224,12/2/2016,69,Distributor,USD,AXW291,158,13,7,"3,872.60","27,108.20","3,059.35"
SO - 0006662,12/2/2016,5,Distributor,USD,AXW291,159,24,8,"5,741.90","45,935.20","3,272.88"
SO - 0009721,12/2/2016,43,Distributor,USD,AXW291,866,15,12,194.30,"2,331.60",110.75
SO - 0008283,12/2/2016,136,Wholesale,USD,AXW291,537,26,12,"2,653.20","31,838.40","1,936.84"
SO - 0001360,12/2/2016,146,Wholesale,USD,AXW291,320,13,11,"3,048.50","33,533.50","1,768.13"
SO - 0002196,12/2/2016,133,Wholesale,USD,GUT930,42,2,10,"1,681.70","16,817.00",908.12
SO - 0002476,12/2/2016,38,Wholesale,USD,AXW291,367,17,11,"5,272.90","58,001.90","3,480.11"
SO - 0003112,12/2/2016,135,Export,USD,GUT930,855,26,9,"1,098.80","9,889.20",769.16
SO - 0004452,12/2/2016,132,Distributor,USD,AXW291,165,1,8,"2,318.20","18,545.60","1,043.19"
SO - 0005075,12/2/2016,21,Wholesale,USD,AXW291,348,23,10,"1,252.90","12,529.00",989.79
SO - 0006273,12/2/2016,62,Distributor,USD,AXW291,171,16,9,"3,356.70","30,210.30","1,779.05"
SO - 0008165,12/2/2016,159,Distributor,USD,AXW291,516,19,12,964.80,"11,577.60",530.64
SO - 0010218,12/2/2016,113,Distributor,USD,GUT930,227,1,9,"2,499.10","22,491.90","1,599.42"
SO - 0009426,12/2/2016,66,Wholesale,USD,AXW291,287,13,12,"2,311.50","27,738.00","1,109.52"
SO - 000687,12/2/2016,35,Distributor,USD,AXW291,227,29,7,"1,139.00","7,973.00",649.23
SO - 0005156,12/2/2016,161,Distributor,USD,AXW291,980,18,8,"2,559.40","20,475.20","1,945.14"
SO - 0005594,12/2/2016,93,Export,USD,AXW291,170,25,9,"6,177.40","55,596.60","3,397.57"
SO - 0005938,12/2/2016,62,Wholesale,USD,AXW291,680,30,5,"1,025.10","5,125.50",584.31
SO - 0006554,12/2/2016,74,Wholesale,USD,NXH382,617,3,5,"2,224.40","11,122.00","1,267.91"
SO - 0006926,12/2/2016,168,Wholesale,USD,GUT930,322,2,11,"2,331.60","25,647.60","1,725.38"
SO - 0007134,12/2/2016,52,Wholesale,USD,AXW291,856,4,9,"1,125.60","10,130.40",517.78
SO - 0008731,12/2/2016,73,Distributor,USD,AXW291,747,20,10,"5,353.30","53,533.00","4,122.04"
SO - 0008456,12/2/2016,106,Export,USD,GUT930,266,19,8,"2,371.80","18,974.40","1,304.49"
SO - 0010111,12/2/2016,121,Distributor,USD,AXW291,89,10,5,167.50,837.50,73.70
SO - 0002787,12/2/2016,18,Distributor,USD,AXW291,690,27,12,"1,005.00","12,060.00",472.35
SO - 0003023,12/2/2016,3,Wholesale,USD,FLR025,107,1,9,"5,326.50","47,938.50","2,237.13"
SO - 0003194,12/2/2016,136,Wholesale,USD,FLR025,874,1,5,"3,872.60","19,363.00","1,820.12"
SO - 0004964,12/2/2016,54,Export,USD,AXW291,465,4,5,"6,164.00","30,820.00","4,129.88"
SO - 0005619,12/2/2016,143,Wholesale,USD,AXW291,179,17,10,174.20,"1,742.00",121.94
SO - 0010199,12/2/2016,79,Wholesale,USD,AXW291,39,16,11,247.90,"2,726.90",195.84
SO - 0009426,12/2/2016,66,Wholesale,USD,AXW291,155,13,12,"2,311.50","27,738.00","1,109.52"
SO - 000793,12/3/2016,73,Wholesale,USD,NXH382,658,17,7,"2,552.70","17,868.90","1,327.40"
SO - 000907,12/3/2016,64,Wholesale,USD,NXH382,763,14,6,"2,365.10","14,190.60","1,986.68"
SO - 0001683,12/3/2016,1,Wholesale,USD,NXH382,19,29,8,"3,926.20","31,409.60","2,630.55"
SO - 0004832,12/3/2016,33,Export,USD,NXH382,247,5,8,"4,006.60","32,052.80","3,325.48"
SO - 0007609,12/3/2016,165,Wholesale,USD,NXH382,537,25,9,"1,132.30","10,190.70",622.77
SO - 0007679,12/3/2016,34,Export,USD,NXH382,913,6,11,"5,400.20","59,402.20","2,322.09"
SO - 0007747,12/3/2016,26,Distributor,USD,NXH382,465,25,9,"2,432.10","21,888.90","1,167.41"
SO - 0008753,12/3/2016,143,Wholesale,USD,AXW291,452,17,10,174.20,"1,742.00",121.94
SO - 000504,12/3/2016,146,Wholesale,USD,AXW291,516,18,9,"1,996.60","17,969.40","1,457.52"
SO - 000603,12/3/2016,159,Wholesale,USD,AXW291,438,26,9,"1,768.80","15,919.20",778.27
SO - 0003621,12/3/2016,154,Wholesale,USD,AXW291,768,13,9,"3,852.50","34,672.50","2,465.60"
SO - 0003645,12/3/2016,140,Wholesale,USD,FLR025,174,25,11,"2,505.80","27,563.80","1,854.29"
SO - 0003665,12/3/2016,108,Distributor,USD,NXH382,705,15,6,"1,869.30","11,215.80",915.96
SO - 0005232,12/3/2016,44,Wholesale,USD,AXW291,66,15,8,"3,906.10","31,248.80","2,812.39"
SO - 0005772,12/3/2016,10,Wholesale,USD,AXW291,548,25,8,"3,470.60","27,764.80","1,874.12"
SO - 0007698,12/3/2016,162,Distributor,USD,AXW291,114,18,11,180.90,"1,989.90",103.11
SO - 0010118,12/3/2016,158,Export,USD,GUT930,303,19,5,911.20,"4,556.00",473.82
SO - 0010070,12/3/2016,86,Wholesale,USD,FLR025,276,16,9,"3,912.80","35,215.20","2,817.22"
SO - 000135,12/3/2016,42,Wholesale,USD,FLR025,169,3,5,"2,566.10","12,830.50","1,642.30"
SO - 0006015,12/3/2016,25,Wholesale,USD,NXH382,737,25,5,221.10,"1,105.50",148.14
SO - 0006394,12/3/2016,65,Export,USD,AXW291,221,4,6,201.00,"1,206.00",82.41
SO - 0009420,12/3/2016,132,Wholesale,USD,NXH382,385,12,5,"5,286.30","26,431.50","3,013.19"
SO - 000557,12/3/2016,14,Wholesale,USD,FLR025,506,26,8,241.20,"1,929.60",144.72
SO - 0001235,12/3/2016,21,Export,USD,AXW291,975,14,5,"2,331.60","11,658.00","1,095.85"
SO - 0001633,12/3/2016,14,Wholesale,USD,GUT930,988,21,12,"6,344.90","76,138.80","4,251.08"
SO - 0002150,12/3/2016,118,Wholesale,USD,AXW291,857,10,10,"2,217.70","22,177.00","1,552.39"
SO - 0003537,12/3/2016,13,Wholesale,USD,FLR025,968,3,9,"1,279.70","11,517.30",870.20
SO - 0004985,12/3/2016,93,Wholesale,USD,FLR025,173,24,7,"2,351.70","16,461.90","1,622.67"
SO - 0006264,12/3/2016,4,Export,USD,GUT930,899,3,9,"2,425.40","21,828.60","1,115.68"
SO - 0006526,12/3/2016,76,Wholesale,USD,AXW291,901,14,5,"1,782.20","8,911.00","1,283.18"
SO - 0007005,12/3/2016,29,Wholesale,USD,FLR025,760,15,6,"1,058.60","6,351.60",455.20
SO - 0007714,12/3/2016,122,Distributor,USD,GUT930,281,3,9,"3,879.30","34,913.70","1,745.69"
SO - 0009906,12/3/2016,45,Wholesale,USD,NXH382,383,23,9,"3,698.40","33,285.60","2,773.80"
SO - 0009023,12/3/2016,164,Wholesale,USD,AXW291,285,5,12,"2,532.60","30,391.20","1,696.84"
SO - 000972,12/3/2016,61,Distributor,USD,GUT930,389,28,7,"1,051.90","7,363.30",831.00
SO - 0001332,12/3/2016,5,Distributor,USD,AXW291,336,5,11,"1,949.70","21,446.70","1,559.76"
SO - 0002405,12/3/2016,54,Wholesale,USD,AXW291,653,26,7,964.80,"6,753.60",694.66
SO - 0002847,12/3/2016,136,Distributor,USD,NXH382,412,15,9,"1,118.90","10,070.10",559.45
SO - 0004651,12/3/2016,9,Wholesale,USD,AXW291,439,5,12,884.40,"10,612.80",389.14
SO - 0009742,12/3/2016,110,Distributor,USD,GUT930,145,12,7,"1,286.40","9,004.80","1,003.39"
SO - 0010100,12/3/2016,174,Wholesale,USD,NXH382,607,20,5,"1,025.10","5,125.50",420.29
SO - 0001342,12/3/2016,86,Distributor,USD,FLR025,662,17,9,"5,380.10","48,420.90","4,304.08"
SO - 0002497,12/3/2016,160,Wholesale,USD,NXH382,586,5,9,"1,976.50","17,788.50",849.90
SO - 0005601,12/3/2016,127,Wholesale,USD,AXW291,238,2,10,"1,695.10","16,951.00","1,406.93"
SO - 0006416,12/3/2016,158,Export,USD,NXH382,956,4,12,864.30,"10,371.60",579.08
SO - 0008492,12/3/2016,35,Distributor,USD,GUT930,963,22,10,"1,902.80","19,028.00","1,046.54"
SO - 000454,12/4/2016,141,Export,USD,NXH382,865,25,8,"1,112.20","8,897.60",856.39
SO - 0005588,12/4/2016,150,Wholesale,USD,NXH382,83,5,11,"1,762.10","19,383.10",933.91
SO - 0010342,12/4/2016,71,Wholesale,USD,AXW291,624,5,9,"1,916.20","17,245.80","1,034.75"
SO - 0001178,12/4/2016,50,Distributor,USD,GUT930,622,20,11,"3,852.50","42,377.50","2,812.33"
SO - 0002548,12/4/2016,10,Export,USD,GUT930,184,25,11,"1,922.90","21,151.90","1,576.78"
SO - 0003258,12/4/2016,82,Wholesale,USD,AXW291,523,19,11,"5,788.80","63,676.80","2,952.29"
SO - 0004955,12/4/2016,51,Export,USD,AXW291,375,5,8,"5,561.00","44,488.00","2,335.62"
SO - 0007028,12/4/2016,50,Distributor,USD,AXW291,390,25,12,"3,993.20","47,918.40","3,034.83"
SO - 0007894,12/4/2016,159,Distributor,USD,AXW291,80,22,9,"1,125.60","10,130.40",866.71
SO - 0008764,12/4/2016,55,Export,USD,GUT930,499,26,9,"2,237.80","20,140.20",984.63
SO - 000298,12/4/2016,38,Distributor,USD,NXH382,716,19,8,"3,899.40","31,195.20","2,027.69"
SO - 000767,12/4/2016,114,Wholesale,USD,GUT930,805,26,9,"3,899.40","35,094.60","2,807.57"
SO - 0003535,12/4/2016,89,Wholesale,USD,AXW291,746,14,5,"1,976.50","9,882.50","1,462.61"
SO - 0003850,12/4/2016,116,Wholesale,USD,FLR025,980,13,6,"2,653.20","15,919.20","1,485.79"
SO - 0005066,12/4/2016,153,Distributor,USD,FLR025,41,26,10,"1,266.30","12,663.00",987.71
SO - 0007406,12/4/2016,164,Wholesale,USD,AXW291,770,16,10,"1,708.50","17,085.00","1,008.02"
SO - 0008731,12/4/2016,73,Distributor,USD,AXW291,307,20,10,"5,353.30","53,533.00","4,122.04"
SO - 0009572,12/4/2016,137,Wholesale,USD,GUT930,194,5,10,924.60,"9,246.00",453.05
SO - 000181,12/4/2016,150,Distributor,USD,GUT930,2,14,6,"1,333.30","7,999.80",866.65
SO - 000587,12/4/2016,45,Wholesale,USD,FLR025,373,14,10,"5,956.30","59,563.00","4,407.66"
SO - 000799,12/4/2016,76,Wholesale,USD,AXW291,305,14,11,"3,832.40","42,156.40","2,835.98"
SO - 0001554,12/4/2016,31,Wholesale,USD,GUT930,44,2,7,"1,125.60","7,879.20",495.26
SO - 0002171,12/4/2016,82,Wholesale,USD,GUT930,169,4,6,"2,271.30","13,627.80",931.23
SO - 0003089,12/4/2016,60,Export,USD,AXW291,962,2,12,"1,085.40","13,024.80",445.01
SO - 0003657,12/4/2016,101,Distributor,USD,GUT930,491,13,5,180.90,904.50,72.36
SO - 0006408,12/4/2016,18,Export,USD,AXW291,845,27,12,"2,532.60","30,391.20","2,000.75"
SO - 0007889,12/4/2016,62,Wholesale,USD,AXW291,912,1,9,"5,051.80","45,466.20","3,081.60"
SO - 0009301,12/4/2016,17,Export,USD,AXW291,496,2,10,"3,825.70","38,257.00","2,869.28"
SO - 0004405,12/4/2016,125,Wholesale,USD,AXW291,830,20,5,"1,038.50","5,192.50",820.42
SO - 0006777,12/4/2016,78,Distributor,USD,AXW291,272,17,5,911.20,"4,556.00",446.49
SO - 0009991,12/4/2016,33,Wholesale,USD,NXH382,553,11,12,"5,494.00","65,928.00","4,010.62"
SO - 0001137,12/4/2016,35,Distributor,USD,AXW291,91,14,9,"3,986.50","35,878.50","3,268.93"
SO - 0001275,12/4/2016,142,Wholesale,USD,AXW291,771,13,11,"1,775.50","19,530.50","1,207.34"
SO - 0002688,12/4/2016,121,Distributor,USD,NXH382,538,15,12,924.60,"11,095.20",591.74
SO - 0002692,12/4/2016,5,Wholesale,USD,AXW291,730,26,10,"1,293.10","12,931.00",724.14
SO - 0003830,12/4/2016,46,Export,USD,NXH382,865,17,11,187.60,"2,063.60",80.67
SO - 0005007,12/4/2016,65,Distributor,USD,AXW291,756,22,7,"3,370.10","23,590.70","2,763.48"
SO - 0005362,12/4/2016,118,Export,USD,NXH382,877,20,5,871.00,"4,355.00",365.82
SO - 0005377,12/4/2016,70,Export,USD,AXW291,70,25,11,247.90,"2,726.90",131.39
SO - 0007752,12/4/2016,127,Wholesale,USD,AXW291,33,4,12,221.10,"2,653.20",159.19
SO - 0010313,12/4/2016,96,Distributor,USD,NXH382,992,19,7,194.30,"1,360.10",147.67
SO - 0003168,12/5/2016,71,Wholesale,USD,NXH382,237,13,10,"6,123.80","61,238.00","2,816.95"
SO - 0004560,12/5/2016,46,Wholesale,USD,NXH382,50,3,6,"2,479.00","14,874.00","2,032.78"
SO - 0006409,12/5/2016,132,Distributor,USD,NXH382,191,5,12,"3,544.30","42,531.60","2,020.25"
SO - 0010486,12/5/2016,124,Wholesale,USD,GUT930,467,22,7,"2,284.70","15,992.90","1,347.97"
SO - 0001137,12/5/2016,35,Distributor,USD,AXW291,217,14,9,"3,986.50","35,878.50","3,268.93"
SO - 0002339,12/5/2016,39,Wholesale,USD,GUT930,163,13,10,"3,879.30","38,793.00","2,831.89"
SO - 0002598,12/5/2016,26,Export,USD,FLR025,936,1,8,"4,006.60","32,052.80","1,762.90"
SO - 0002599,12/5/2016,77,Wholesale,USD,FLR025,206,25,5,"1,045.20","5,226.00",637.57
SO - 0004613,12/5/2016,119,Export,USD,GUT930,297,18,10,"3,973.10","39,731.00","1,668.70"
SO - 0005828,12/5/2016,157,Distributor,USD,NXH382,293,11,5,"3,437.10","17,185.50","2,199.74"
SO - 0006964,12/5/2016,135,Distributor,USD,AXW291,685,26,9,"1,118.90","10,070.10",604.21
SO - 0007038,12/5/2016,40,Distributor,USD,AXW291,795,25,7,"1,179.20","8,254.40",896.19
SO - 0007761,12/5/2016,51,Distributor,USD,GUT930,274,3,10,"3,859.20","38,592.00","2,585.66"
SO - 0002229,12/5/2016,68,Wholesale,USD,AXW291,361,28,8,"2,653.20","21,225.60","2,069.50"
SO - 0003513,12/5/2016,24,Wholesale,USD,GUT930,730,1,10,"1,045.20","10,452.00",648.02
SO - 0005076,12/5/2016,102,Wholesale,USD,AXW291,156,26,7,"4,013.30","28,093.10","2,367.85"
SO - 0005955,12/5/2016,33,Wholesale,USD,NXH382,965,1,8,268.00,"2,144.00",147.40
SO - 0006950,12/5/2016,146,Distributor,USD,AXW291,217,16,10,"2,539.30","25,393.00","1,879.08"
SO - 0007731,12/5/2016,66,Export,USD,AXW291,593,4,10,951.40,"9,514.00",608.90
SO - 0009831,12/5/2016,160,Export,USD,AXW291,534,14,10,"1,313.20","13,132.00",577.81
SO - 0009992,12/5/2016,14,Wholesale,USD,AXW291,182,17,9,911.20,"8,200.80",628.73
SO - 0002143,12/5/2016,169,Distributor,USD,GUT930,771,3,12,"3,959.70","47,516.40","3,207.36"
SO - 0002531,12/5/2016,114,Wholesale,USD,AXW291,589,17,7,"1,139.00","7,973.00",706.18
SO - 0004396,12/5/2016,116,Wholesale,USD,AXW291,795,25,6,"1,112.20","6,673.20",656.20
SO - 0006727,12/5/2016,23,Distributor,USD,AXW291,888,2,5,"3,825.70","19,128.50","2,486.71"
SO - 0007246,12/5/2016,82,Wholesale,USD,FLR025,404,29,8,221.10,"1,768.80",119.39
SO - 0010552,12/5/2016,159,Wholesale,USD,AXW291,663,30,6,"1,011.70","6,070.20",829.59
SO - 0001136,12/5/2016,107,Wholesale,USD,AXW291,921,4,6,"5,232.70","31,396.20","3,767.54"
SO - 0005826,12/5/2016,38,Wholesale,USD,NXH382,710,28,10,"1,112.20","11,122.00",745.17
SO - 0006650,12/5/2016,150,Distributor,USD,AXW291,580,28,9,"5,306.40","47,757.60","3,130.78"
SO - 0006697,12/5/2016,160,Export,USD,AXW291,462,14,10,"1,313.20","13,132.00",577.81
SO - 0006846,12/5/2016,46,Wholesale,USD,GUT930,786,30,11,"1,085.40","11,939.40",770.63
SO - 0007975,12/5/2016,27,Distributor,USD,AXW291,593,14,10,"2,264.60","22,646.00","1,471.99"
SO - 0010712,12/5/2016,153,Distributor,USD,GUT930,764,26,9,951.40,"8,562.60",704.04
SO - 0008676,12/5/2016,49,Distributor,USD,AXW291,664,30,8,"1,045.20","8,361.60",710.74
SO - 0001376,12/5/2016,40,Wholesale,USD,AXW291,162,5,12,"3,939.60","47,275.20","1,575.84"
SO - 0003187,12/5/2016,59,Wholesale,USD,FLR025,776,26,8,"1,835.80","14,686.40","1,248.34"
SO - 0003665,12/5/2016,108,Distributor,USD,NXH382,548,15,6,"1,869.30","11,215.80",915.96
SO - 0007564,12/5/2016,135,Wholesale,USD,AXW291,561,5,6,"1,165.80","6,994.80",512.95
SO - 0009304,12/5/2016,72,Wholesale,USD,GUT930,985,26,5,938.00,"4,690.00",684.74
SO - 000236,12/6/2016,175,Export,USD,NXH382,334,8,11,"3,999.90","43,998.90","2,359.94"
SO - 0002473,12/6/2016,63,Distributor,USD,NXH382,42,2,8,"2,398.60","19,188.80","1,918.88"
SO - 0004227,12/6/2016,164,Wholesale,USD,NXH382,879,5,11,"3,845.80","42,303.80","1,653.69"
SO - 0005907,12/6/2016,129,Export,USD,NXH382,892,5,5,"1,045.20","5,226.00",533.05
SO - 0007467,12/6/2016,60,Distributor,USD,NXH382,931,16,8,"1,038.50","8,308.00",425.79
SO - 000166,12/6/2016,118,Wholesale,USD,AXW291,514,1,10,"2,492.40","24,924.00","1,296.05"
SO - 0004800,12/6/2016,75,Wholesale,USD,GUT930,865,2,12,201.00,"2,412.00",132.66
SO - 0005397,12/6/2016,63,Export,USD,AXW291,957,4,9,"1,989.90","17,909.10",994.95
